2025-03-04 21:01:18 [INFO] Loaded stored authentication token.
2025-03-04 21:01:18 [INFO] Authenticated successfully.
2025-03-04 21:01:18 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 0, 'HeadY': 0, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0, 'EyesY': 0, 'ArmLeftX': 0.0, 'ArmRightX': 5.0, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:03 [DEBUG] Target added: (1920.00, 1080.00), Expression: sad
2025-03-04 21:02:03 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: sad, Params: {'HeadX': 0.0, 'HeadY': 0.0, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.0, 'EyesY': 0.0, 'ArmLeftX': -0.0, 'ArmRightX': 0.0, 'EyebrowLeft': -5, 'EyebrowRight': -5, 'BrowAngleLeft': -15, 'BrowAngleRight': -15}
2025-03-04 21:02:03 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.8503499482718886, 'HeadY': 3.281165589885312, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.16402180663754712, 'EyesY': -0.11173701145574218, 'ArmLeftX': 1.5450849718747106, 'ArmRightX': -4.755282581475776, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.827262943438641, 'HeadY': 3.2331996315383686, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.16666204624258024, 'EyesY': -0.08876954643886512, 'ArmLeftX': 3.4296300182491775e-14, 'ArmRightX': -5.0, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.8041759386053937, 'HeadY': 3.185233673191425, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.1693022858476134, 'EyesY': -0.06580208142198807, 'ArmLeftX': -1.5450849718747128, 'ArmRightX': -4.755282581475776, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.781088933772146, 'HeadY': 3.1372677148444814, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.17194252545264654, 'EyesY': -0.04283461640511102, 'ArmLeftX': -2.9389262614624094, 'ArmRightX': -4.045084971874705, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.7580019289388984, 'HeadY': 3.089301756497538, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.17458276505767967, 'EyesY': -0.019867151388233972, 'ArmLeftX': -4.045084971874733, 'ArmRightX': -2.9389262614623717, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.734914924105651, 'HeadY': 3.041335798150594, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.17722300466271282, 'EyesY': 0.0031003136286431032, 'ArmLeftX': -4.755282581475768, 'ArmRightX': -1.5450849718747361, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.711827919272403, 'HeadY': 2.993369839803651, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.17986324426774594, 'EyesY': 0.02606777864552015, 'ArmLeftX': -5.0, 'ArmRightX': 9.80645910272765e-15, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.6887409144391556, 'HeadY': 2.9454038814567074, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.1825034838727791, 'EyesY': 0.0490352436623972, 'ArmLeftX': -4.755282581475762, 'ArmRightX': 1.5450849718747548, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [ERROR] Error loading conversation history: Expecting value: line 1 column 1 (char 0)
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.665653909605908, 'HeadY': 2.897437923109764, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.18514372347781224, 'EyesY': 0.07200270867927427, 'ArmLeftX': -4.045084971874721, 'ArmRightX': 2.938926261462388, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.6425669047726603, 'HeadY': 2.84947196476282, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.18778396308284537, 'EyesY': 0.0949701736961513, 'ArmLeftX': -2.938926261462394, 'ArmRightX': 4.045084971874717, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:04 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.619479899939413, 'HeadY': 2.8015060064158765, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.19042420268787852, 'EyesY': 0.11793763871302837, 'ArmLeftX': -1.5450849718746942, 'ArmRightX': 4.7552825814757815, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:05 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.5963928951061654, 'HeadY': 2.753540048068933, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.19306444229291164, 'EyesY': 0.1409051037299054, 'ArmLeftX': -1.7145055188062946e-14, 'ArmRightX': 5.0, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:05 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.5733058902729176, 'HeadY': 2.7055740897219898, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.1957046818979448, 'EyesY': 0.16387256874678247, 'ArmLeftX': 1.5450849718747293, 'ArmRightX': 4.75528258147577, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:05 [DEBUG] Target added: (1429.00, 1056.00), Expression: surprised
2025-03-04 21:02:05 [DEBUG] Position: X=1820.12, Y=1075.12, Expression: surprised, Params: {'HeadX': -0.780318372799659, 'HeadY': 0.0678077065297753, 'BodyTilt': -0.780318372799659, 'BodySwing': 0.09041027537303492, 'Step': -1.560636745599318, 'FaceLean': -0.520212248533106, 'BodyLean': -0.520212248533106, 'EyesX': -0.0520212248533106, 'EyesY': 0.004520513768651595, 'ArmLeftX': 0.780318372799659, 'ArmRightX': -0.780318372799659, 'EyebrowLeft': 10, 'EyebrowRight': 10, 'BrowAngleLeft': 5, 'BrowAngleRight': 5}
2025-03-04 21:02:05 [DEBUG] Position: X=1720.24, Y=1070.24, Expression: surprised, Params: {'HeadX': -1.560636745599318, 'HeadY': 0.13561541305954705, 'BodyTilt': -1.560636745599318, 'BodySwing': 0.18082055074606274, 'Step': -3.121273491198636, 'FaceLean': -1.040424497066212, 'BodyLean': -1.040424497066212, 'EyesX': -0.1040424497066212, 'EyesY': 0.00904102753730319, 'ArmLeftX': 1.560636745599318, 'ArmRightX': -1.560636745599318, 'EyebrowLeft': 10, 'EyebrowRight': 10, 'BrowAngleLeft': 5, 'BrowAngleRight': 5}
2025-03-04 21:02:05 [DEBUG] Position: X=1620.36, Y=1065.35, Expression: surprised, Params: {'HeadX': -2.340955118398977, 'HeadY': 0.20342311958932413, 'BodyTilt': -2.340955118398977, 'BodySwing': 0.27123082611909766, 'Step': -4.681910236797954, 'FaceLean': -1.560636745599318, 'BodyLean': -1.560636745599318, 'EyesX': -0.1560636745599318, 'EyesY': 0.013561541305954784, 'ArmLeftX': 2.3409551183989765, 'ArmRightX': -2.3409551183989765, 'EyebrowLeft': 10, 'EyebrowRight': 10, 'BrowAngleLeft': 5, 'BrowAngleRight': 5}
2025-03-04 21:02:05 [DEBUG] Position: X=1520.48, Y=1060.47, Expression: surprised, Params: {'HeadX': -3.121273491198636, 'HeadY': 0.2712308261190959, 'BodyTilt': -3.121273491198636, 'BodySwing': 0.36164110149212547, 'Step': -6.242546982397272, 'FaceLean': -2.080848994132424, 'BodyLean': -2.080848994132424, 'EyesX': -0.2080848994132424, 'EyesY': 0.01808205507460638, 'ArmLeftX': 3.121273491198636, 'ArmRightX': -3.121273491198636, 'EyebrowLeft': 10, 'EyebrowRight': 10, 'BrowAngleLeft': 5, 'BrowAngleRight': 5}
2025-03-04 21:02:05 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: surprised, Params: {'HeadX': -3.8359375, 'HeadY': 0.33333333333333215, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': -0.2557291666666667, 'EyesY': 0.022222222222222223, 'ArmLeftX': 3.8359375, 'ArmRightX': -3.8359375, 'EyebrowLeft': 10, 'EyebrowRight': 10, 'BrowAngleLeft': 5, 'BrowAngleRight': 5}
2025-03-04 21:02:05 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: surprised, Params: {'HeadX': -3.8359375, 'HeadY': 0.33333333333333215, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': -0.2557291666666667, 'EyesY': 0.022222222222222223, 'ArmLeftX': 3.8359375, 'ArmRightX': -3.8359375, 'EyebrowLeft': 10, 'EyebrowRight': 10, 'BrowAngleLeft': 5, 'BrowAngleRight': 5}
2025-03-04 21:02:05 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: neutral, Params: {'HeadX': 2.55021888543967, 'HeadY': 2.657608131375046, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': 0.19834492150297794, 'EyesY': 0.18684003376365954, 'ArmLeftX': 2.9389262614623664, 'ArmRightX': 4.045084971874736, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:06 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: neutral, Params: {'HeadX': 2.5271318806064227, 'HeadY': 2.6096421730281025, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': 0.20098516110801107, 'EyesY': 0.20980749878053656, 'ArmLeftX': 4.045084971874743, 'ArmRightX': 2.938926261462358, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:06 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: neutral, Params: {'HeadX': 2.504044875773175, 'HeadY': 2.5616762146811594, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': 0.20362540071304422, 'EyesY': 0.23277496379741364, 'ArmLeftX': 4.7552825814757735, 'ArmRightX': 1.5450849718747197, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:06 [ERROR] Error loading conversation history: Expecting value: line 1 column 1 (char 0)
2025-03-04 21:02:06 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: neutral, Params: {'HeadX': 2.4809578709399274, 'HeadY': 2.5137102563342157, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': 0.20626564031807734, 'EyesY': 0.25574242881429066, 'ArmLeftX': 5.0, 'ArmRightX': 4.409656947885354e-14, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:06 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: neutral, Params: {'HeadX': 2.45787086610668, 'HeadY': 2.465744297987272, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': 4.755282581475757, 'ArmRightX': -1.545084971874771, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:06 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: neutral, Params: {'HeadX': 2.434783861273432, 'HeadY': 2.4177783396403285, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': 4.0450849718747115, 'ArmRightX': -2.938926261462402, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:06 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: neutral, Params: {'HeadX': 2.4116968564401846, 'HeadY': 2.369812381293385, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': 2.93892626146238, 'ArmRightX': -4.045084971874727, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:06 [DEBUG] Position: X=1429.00, Y=1056.00, Expression: neutral, Params: {'HeadX': 2.388609851606937, 'HeadY': 2.3218464229464413, 'BodyTilt': -3.8359375, 'BodySwing': 0.44444444444444287, 'Step': -7.671875, 'FaceLean': -2.557291666666667, 'BodyLean': -2.557291666666667, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': 1.5450849718747457, 'ArmRightX': -4.755282581475765, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:06 [DEBUG] Target added: (1920.00, 1080.00), Expression: happy
2025-03-04 21:02:06 [DEBUG] Position: X=1528.88, Y=1060.88, Expression: happy, Params: {'HeadX': -3.055619127200341, 'HeadY': 0.2655256268035604, 'BodyTilt': -3.055619127200341, 'BodySwing': 0.3540341690714115, 'Step': -6.111238254400682, 'FaceLean': -2.03707941813356, 'BodyLean': -2.03707941813356, 'EyesX': -0.20370794181335608, 'EyesY': 0.01770170845357063, 'ArmLeftX': 3.0556191272003406, 'ArmRightX': -3.0556191272003406, 'EyebrowLeft': 5, 'EyebrowRight': 5, 'BrowAngleLeft': 10, 'BrowAngleRight': 10}
2025-03-04 21:02:06 [DEBUG] Position: X=1628.76, Y=1065.76, Expression: happy, Params: {'HeadX': -2.275300754400682, 'HeadY': 0.1977179202737851, 'BodyTilt': -2.275300754400682, 'BodySwing': 0.26362389369838013, 'Step': -4.550601508801364, 'FaceLean': -1.516867169600454, 'BodyLean': -1.516867169600454, 'EyesX': -0.15168671696004546, 'EyesY': 0.013181194684919033, 'ArmLeftX': 2.275300754400682, 'ArmRightX': -2.275300754400682, 'EyebrowLeft': 5, 'EyebrowRight': 5, 'BrowAngleLeft': 10, 'BrowAngleRight': 10}
2025-03-04 21:02:07 [DEBUG] Position: X=1728.64, Y=1070.65, Expression: happy, Params: {'HeadX': -1.494982381601023, 'HeadY': 0.12991021374401157, 'BodyTilt': -1.494982381601023, 'BodySwing': 0.17321361832534876, 'Step': -2.989964763202046, 'FaceLean': -0.9966549210673499, 'BodyLean': -0.9966549210673499, 'EyesX': -0.09966549210673487, 'EyesY': 0.008660680916267437, 'ArmLeftX': 1.494982381601023, 'ArmRightX': -1.494982381601023, 'EyebrowLeft': 5, 'EyebrowRight': 5, 'BrowAngleLeft': 10, 'BrowAngleRight': 10}
2025-03-04 21:02:07 [DEBUG] Position: X=1828.52, Y=1075.53, Expression: happy, Params: {'HeadX': -0.714664008801364, 'HeadY': 0.06210250721423627, 'BodyTilt': -0.714664008801364, 'BodySwing': 0.0828033429523174, 'Step': -1.429328017602728, 'FaceLean': -0.4764426725342439, 'BodyLean': -0.4764426725342439, 'EyesX': -0.04764426725342427, 'EyesY': 0.004140167147615843, 'ArmLeftX': 0.714664008801364, 'ArmRightX': -0.714664008801364, 'EyebrowLeft': 5, 'EyebrowRight': 5, 'BrowAngleLeft': 10, 'BrowAngleRight': 10}
2025-03-04 21:02:07 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: happy, Params: {'HeadX': 0.0, 'HeadY': 0.0, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.0, 'EyesY': 0.0, 'ArmLeftX': -0.0, 'ArmRightX': 0.0, 'EyebrowLeft': 5, 'EyebrowRight': 5, 'BrowAngleLeft': 10, 'BrowAngleRight': 10}
2025-03-04 21:02:07 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: happy, Params: {'HeadX': 0.0, 'HeadY': 0.0, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.0, 'EyesY': 0.0, 'ArmLeftX': -0.0, 'ArmRightX': 0.0, 'EyebrowLeft': 5, 'EyebrowRight': 5, 'BrowAngleLeft': 10, 'BrowAngleRight': 10}
2025-03-04 21:02:07 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.3655228467736893, 'HeadY': 2.2738804645994977, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -6.189806365883577e-18, 'ArmRightX': -5.0, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:07 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.342435841940442, 'HeadY': 2.225914506252554, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -1.5450849718747457, 'ArmRightX': -4.755282581475765, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:07 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.319348837107194, 'HeadY': 2.177948547905611, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -2.93892626146238, 'ArmRightX': -4.045084971874727, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:07 [ERROR] Error loading conversation history: Expecting value: line 1 column 1 (char 0)
2025-03-04 21:02:07 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.2962618322739465, 'HeadY': 2.1299825895586673, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -4.045084971874752, 'ArmRightX': -2.938926261462344, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:07 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.273174827440699, 'HeadY': 2.082016631211724, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -4.755282581475779, 'ArmRightX': -1.5450849718747037, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:07 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.2500878226074517, 'HeadY': 2.0340506728647805, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -5.0, 'ArmRightX': -2.6945324484424712e-14, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:08 [DEBUG] Position: X=1920.00, Y=1080.00, Expression: neutral, Params: {'HeadX': 2.227000817774204, 'HeadY': 1.9860847145178369, 'BodyTilt': 0.0, 'BodySwing': 0.0, 'Step': 0.0, 'FaceLean': 0.0, 'BodyLean': 0.0, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -4.7552825814757735, 'ArmRightX': 1.5450849718747197, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:08 [DEBUG] Target added: (2211.00, 1026.00), Expression: sad
2025-03-04 21:02:08 [DEBUG] Position: X=2018.32, Y=1061.75, Expression: sad, Params: {'HeadX': 0.7681365012374357, 'HeadY': 0.25340585607833077, 'BodyTilt': 0.7681365012374357, 'BodySwing': 0.3378744747711053, 'Step': 1.5362730024748714, 'FaceLean': 0.512091000824956, 'BodyLean': 0.512091000824956, 'EyesX': 0.05120910008249571, 'EyesY': 0.016893723738555386, 'ArmLeftX': -0.7681365012374357, 'ArmRightX': 0.7681365012374357, 'EyebrowLeft': -5, 'EyebrowRight': -5, 'BrowAngleLeft': -15, 'BrowAngleRight': -15}
2025-03-04 21:02:08 [DEBUG] Position: X=2116.64, Y=1043.51, Expression: sad, Params: {'HeadX': 1.5362730024748714, 'HeadY': 0.506811712156658, 'BodyTilt': 1.5362730024748714, 'BodySwing': 0.6757489495422107, 'Step': 3.072546004949743, 'FaceLean': 1.0241820016499137, 'BodyLean': 1.0241820016499137, 'EyesX': 0.10241820016499142, 'EyesY': 0.03378744747711056, 'ArmLeftX': -1.5362730024748714, 'ArmRightX': 1.5362730024748714, 'EyebrowLeft': -5, 'EyebrowRight': -5, 'BrowAngleLeft': -15, 'BrowAngleRight': -15}
2025-03-04 21:02:08 [DEBUG] Position: X=2211.00, Y=1026.00, Expression: sad, Params: {'HeadX': 2.2734375, 'HeadY': 0.75, 'BodyTilt': 2.2734375, 'BodySwing': 1.0, 'Step': 4.546875, 'FaceLean': 1.515625, 'BodyLean': 1.515625, 'EyesX': 0.1515625, 'EyesY': 0.05, 'ArmLeftX': -2.2734375, 'ArmRightX': 2.2734375, 'EyebrowLeft': -5, 'EyebrowRight': -5, 'BrowAngleLeft': -15, 'BrowAngleRight': -15}
2025-03-04 21:02:08 [DEBUG] Position: X=2211.00, Y=1026.00, Expression: sad, Params: {'HeadX': 2.2734375, 'HeadY': 0.75, 'BodyTilt': 2.2734375, 'BodySwing': 1.0, 'Step': 4.546875, 'FaceLean': 1.515625, 'BodyLean': 1.515625, 'EyesX': 0.1515625, 'EyesY': 0.05, 'ArmLeftX': -2.2734375, 'ArmRightX': 2.2734375, 'EyebrowLeft': -5, 'EyebrowRight': -5, 'BrowAngleLeft': -15, 'BrowAngleRight': -15}
2025-03-04 21:02:08 [DEBUG] Position: X=2211.00, Y=1026.00, Expression: neutral, Params: {'HeadX': 2.2039138129409563, 'HeadY': 1.9381187561708932, 'BodyTilt': 2.2734375, 'BodySwing': 1.0, 'Step': 4.546875, 'FaceLean': 1.515625, 'BodyLean': 1.515625, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -4.045084971874701, 'ArmRightX': 2.9389262614624156, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
2025-03-04 21:02:08 [DEBUG] Position: X=2211.00, Y=1026.00, Expression: neutral, Params: {'HeadX': 2.2039138129409563, 'HeadY': 1.9381187561708932, 'BodyTilt': 2.2734375, 'BodySwing': 1.0, 'Step': 4.546875, 'FaceLean': 1.515625, 'BodyLean': 1.515625, 'EyesX': 0.2089058799231105, 'EyesY': 0.27870989383116773, 'ArmLeftX': -2.9389262614623664, 'ArmRightX': 4.045084971874736, 'EyebrowLeft': 0, 'EyebrowRight': 0, 'BrowAngleLeft': 0, 'BrowAngleRight': 0}
